rhakhis_wfo,taxonid,family,genus,specificepithet,infraspecificepithet,scientfiicname,scientfiicnameauthorship,taxonrank,taxonomicstatus,acceptednameusageid,parentnameusageid,originalnameusageid,namepublishedin,nomenclaturalstatus,taxonremarks,scientificnameid,references,rhakhis_parent,rhakhis_accepted,rhakhis_pk,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_basionym,Subgenus,subfamily
wfo-0001056183,2672128,Fabaceae,Bauhinia,sulphurea,,Bauhinia sulphurea,C.E.C.Fisch.,Species,Synonym,2537956.0,,,Bull. Misc. Inform. Kew 1927: 85 (1927),,,ipni:481710-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481710-1,,wfo-0000203472,82098,,,,,,Cercidoideae
wfo-0000203511,2537967,Fabaceae,Phanera,retusa,,Phanera retusa,Benth.,Species,Synonym,3275719.0,,,"F.A.W.Miquel, Pl. Jungh.: 263 (1852)",,,ipni:513575-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513575-1,,wfo-1000003003,82139,,,,,,Cercidoideae
wfo-0001384499,2997877,Fabaceae,Phanera,kockiana,calcicola,Phanera kockiana var. calcicola,"(K.Larsen & S.S.Larsen) Bandyop., Ghoshal & M.K.Pathak",Variety,Accepted,2997877.0,2537821.0,2671749.0,Bangladesh J. Pl. Taxon. 19: 58 (2012),,Borneo (Sarawak),ipni:77125195-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77125195-1,wfo-0000205790,,82263,,,,,,Cercidoideae
wfo-0001039698,2905129,Fabaceae,Schnella,surinamensis,,Schnella surinamensis,(Amshoff) Wunderlin,Species,Accepted,2905129.0,2591756.0,2672130.0,Phytoneuron 2010-49: 4 (2010),,N. South America to Brazil (Amapá),ipni:77111938-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77111938-1,wfo-4000034516,,82313,,,,,,Cercidoideae
wfo-0000199477,2671393,Fabaceae,Bauhinia,bracteata,marcanii,Bauhinia bracteata var. marcanii,Craib,Variety,Synonym,3239670.0,,,Bull. Misc. Inform. Kew 1924: 12 (1924),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2671393-4,,wfo-0001448166,82337,,,,,,Cercidoideae
wfo-0000203498,2671970,Fabaceae,Bauhinia,pottingeri,,Bauhinia pottingeri,Prain,Species,Synonym,2537941.0,,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 67: 290 (1898)",,,ipni:481588-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481588-1,,wfo-0000203499,82378,,,,,,Cercidoideae
wfo-0000205764,2671604,Fabaceae,Bauhinia,fulva,,Bauhinia fulva,Korth.,Species,Synonym,2537835.0,,,"Verh. Nat. Gesch. Ned. Bezitt., Bot.: 91 (1841)",,,ipni:481317-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481317-1,,wfo-0000205765,82402,,,,,,Cercidoideae
wfo-4000029108,2537884,Fabaceae,Phanera,,,Phanera,Lour.,Genus,Accepted,2537884.0,,,Fl. Cochinch.: 37 (1790),,Trop. & Subtrop. Asia,ipni:23206-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23206-1,wfo-4100002414,,82449,,,,,Cercidoideae,Cercidoideae
wfo-0001427378,3234174,Fabaceae,Schnella,microstachya,microstachya,Schnella microstachya var. microstachya,,Variety,Accepted,3234174.0,2591687.0,,Unknown,,S. Mexico to S. Trop. America,ipni:77208394-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77208394-1,wfo-0000166245,,82475,,,,,,Cercidoideae
wfo-0000561532,2671334,Fabaceae,Bauhinia,articulata,,Bauhinia articulata,Oliv.,Species,Synonym,2539801.0,,,Fl. Trop. Afr. 2: 290 (1871),", sphalm.",,ipni:481115-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481115-1,,wfo-0000170413,82488,,,,,,Cercidoideae
wfo-0001060088,2443513,Fabaceae,Tournaya,gossweileri,,Tournaya gossweileri,(Baker f.) A.Schmitz,Species,Accepted,2443513.0,2443521.0,2671640.0,Bull. Jard. Bot. Natl. Belg. 43: 398 (1973),,WC. Trop. Africa to N. Angola,ipni:521411-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:521411-1,wfo-4000038631,,82525,,,,,,Cercidoideae
wfo-0001339819,2997969,Fabaceae,Phanera,chalcophylla,,Phanera chalcophylla,(H.Y.Chen) Mackinder & R.Clark,Species,Accepted,2997969.0,2537884.0,2671440.0,Phytotaxa 166: 54 (2014),,China (Yunnan),ipni:77140558-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77140558-1,wfo-4000029108,,82546,,,,,,Cercidoideae
wfo-0000203510,2352160,Fabaceae,Lasiobema,retusum,,Lasiobema retusum,(Benth.) de Wit,Species,Synonym,3275719.0,,2537967.0,Reinwardtia 3: 538 (1956),,,ipni:501537-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501537-1,,wfo-1000003003,82576,,,,,,Cercidoideae
wfo-0000498860,2591688,Fabaceae,Schnella,macrostachya,,Schnella macrostachya,Raddi,Species,Accepted,2591688.0,2591756.0,,"Mem. Mat. Fis. Soc. Ital. Sci. Modena, Pt. Mem. Fis. 18: 411 (1820)",,Brazil,ipni:30003118-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30003118-2,wfo-4000034516,,82666,,,,,,Cercidoideae
wfo-0001039824,2905690,Fabaceae,Phanera,klugii,,Phanera klugii,(Standl.) Vaz,Species,Synonym,2905141.0,,2671743.0,Rodriguésia 61: S37 (2010),,,ipni:60456535-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456535-2,,wfo-0001039686,82851,,,,,,Cercidoideae
wfo-0000175453,2671653,Fabaceae,Bauhinia,guentheri,,Bauhinia guentheri,Harms,Species,Synonym,3003245.0,,,Notizbl. Bot. Gart. Berlin-Dahlem 9: 969 (1926),,,ipni:30066-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30066-2,,wfo-0001342272,82927,,,,,,Cercidoideae
wfo-0000197024,2672062,Fabaceae,Bauhinia,scandens,horsfieldii,Bauhinia scandens var. horsfieldii,(Miq.) K.Larsen & S.S.Larsen,Variety,Synonym,2937678.0,,2352178.0,Nat. Hist. Bull. Siam Soc. 25: 17 (1973),,,ipni:884821-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:884821-1,,wfo-0000199590,82972,,,,,,Cercidoideae
wfo-0000196985,2671524,Fabaceae,Bauhinia,dioscoreifolia,,Bauhinia dioscoreifolia,H.Y.Chen,Species,Synonym,3239679.0,,,J. Arnold Arbor. 20: 438 (1939),,,ipni:481260-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481260-1,,wfo-0001448176,82987,,,,,,Cercidoideae
wfo-0001384505,2997884,Fabaceae,Phanera,ornata,burmanica,Phanera ornata var. burmanica,"(K.Larsen & S.S.Larsen) Bandyop., Ghoshal & M.K.Pathak",Variety,Accepted,2997884.0,2537938.0,2671896.0,Bangladesh J. Pl. Taxon. 19: 59 (2012),,Myanmar to Thailand,ipni:77125204-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77125204-1,wfo-0000203493,,83003,,,,,,Cercidoideae
wfo-0001390723,2672210,Fabaceae,Bauhinia,wrayi,borneensis,Bauhinia wrayi var. borneensis,K.Larsen & S.S.Larsen,Variety,Synonym,2997685.0,,,Nordic J. Bot. 13: 662 (1993),,,ipni:997043-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:997043-1,,wfo-0001384513,83037,,,,,,Cercidoideae
wfo-0000205835,2671969,Fabaceae,Bauhinia,posthumi,,Bauhinia posthumi,(de Wit) G.Cusset,Species,Synonym,2537964.0,,2537964.0,"Adansonia, n.s., 6: 279 (1966)",,,ipni:481587-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481587-1,,wfo-0000205836,83057,,,,,,Cercidoideae
wfo-0000199472,2671661,Fabaceae,Bauhinia,harmandiana,,Bauhinia harmandiana,Pierre ex Gagnep.,Species,Synonym,3239670.0,,,Notul. Syst. (Paris) 2: 172 (1912),,,ipni:481361-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481361-1,,wfo-0001448166,83102,,,,,,Cercidoideae
wfo-0000163938,2671708,Fabaceae,Bauhinia,hymenaeifolia,,Bauhinia hymenaeifolia,Triana ex Hemsl.,Species,Synonym,2873233.0,,,"Biol. Cent.-Amer., Bot. 1: 337 (1880)",,,ipni:30086-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30086-2,,wfo-0000166233,83150,,,,,,Cercidoideae
wfo-0001448167,3239671,Fabaceae,Phanera,coccinea,coccinea,Phanera coccinea subsp. coccinea,,Subspecies,Accepted,3239671.0,2537812.0,,Unknown,,China (Yunnan) to Indo-China,ipni:77213882-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77213882-1,wfo-0000197047,,83151,,,,,,Cercidoideae
wfo-0000199478,2671881,Fabaceae,Bauhinia,nhatrangensis,,Bauhinia nhatrangensis,Gagnep.,Species,Synonym,3239670.0,,,"Bull. Mus. Natl. Hist. Nat., sér. 2, 24: 313 (1952)",,,ipni:481523-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481523-1,,wfo-0001448166,83163,,,,,,Cercidoideae
wfo-0000183257,3241699,Fabaceae,Schnella,obovata,,Schnella obovata,(S.F.Blake) Britton & Rose,Species,Accepted,3241699.0,2591756.0,2671887.0,"N.L.Britton & al. (eds.), N. Amer. Fl. 23: 207 (1930)",,Panama,ipni:229766-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229766-2,wfo-4000034516,,83240,,,,,,Cercidoideae
wfo-0000188346,2671496,Fabaceae,Bauhinia,cunninghamii,,Bauhinia cunninghamii,(Benth.) Benth.,Species,Synonym,2347398.0,,2415669.0,Fl. Austral. 2: 295 (1864),,,ipni:481241-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481241-1,,wfo-0000188543,83389,,,,,,Cercidoideae
wfo-0001039815,2905568,Fabaceae,Phanera,angulosa,,Phanera angulosa,(Vogel) Vaz,Species,Synonym,2905137.0,,2671317.0,Rodriguésia 61: S36 (2010),,,ipni:60456513-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456513-2,,wfo-0001039679,83461,,,,,,Cercidoideae
wfo-0001039697,2905130,Fabaceae,Schnella,stenopetala,,Schnella stenopetala,(Ducke) Wunderlin,Species,Synonym,2905119.0,,2672108.0,Phytoneuron 2010-49: 4 (2010),,,ipni:77111937-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77111937-1,,wfo-0001039677,83463,,,,,,Cercidoideae
wfo-0000205718,2671328,Fabaceae,Bauhinia,argentea,,Bauhinia argentea,(de Wit) G.Cusset,Species,Illegitimate,2537867.0,,2537867.0,"Adansonia, n.s., 6: 279 (1966)",", nom. illeg.",,ipni:481110-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481110-1,,wfo-0000205719,83545,,,,,,Cercidoideae
wfo-0000205779,2671885,Fabaceae,Bauhinia,nymphaeifolia,,Bauhinia nymphaeifolia,G.Perkins,Species,Synonym,2997391.0,,,Fragm. Fl. Philipp. 1: 11 (1904),,,ipni:481526-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481526-1,,wfo-0001385102,83581,,,,,,Cercidoideae
wfo-1000038922,2672060,Fabaceae,Bauhinia,scandens,,Bauhinia scandens,Sessé & Moc.,Species,Illegitimate,2490398.0,,,"Fl. Mexic., ed. 2: 99 (1894)",", nom. illeg.",,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2672060-4,,wfo-0000166207,83701,,,,,,Cercidoideae
wfo-0000197069,2671859,Fabaceae,Bauhinia,mirabilis,,Bauhinia mirabilis,Gagnep.,Species,Illegitimate,2997418.0,,,"Bull. Mus. Natl. Hist. Nat., sér. 2, 24: 314 (1952)",", nom. illeg.",,ipni:481505-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481505-1,,wfo-0001339823,83718,,,,,,Cercidoideae
wfo-0000175455,2672108,Fabaceae,Bauhinia,stenopetala,,Bauhinia stenopetala,Ducke,Species,Synonym,2905119.0,,,Bol. Técn. Inst. Agron. N. 36: 60 (1959),,,ipni:481693-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481693-1,,wfo-0001039677,83740,,,,,,Cercidoideae
wfo-0001400395,2997255,Fabaceae,Phanera,glauca,murlenensis,Phanera glauca var. murlenensis,"Ram.Kumar, Bandyop. & S.Sharma",Variety,Synonym,3317597.0,,,Phytotaxa 166: 155 (2014),,,ipni:77140725-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77140725-1,,wfo-1200109407,83764,,,,,,Cercidoideae
wfo-0000205735,2537826,Fabaceae,Phanera,hullettii,,Phanera hullettii,(Prain) de Wit,Species,Synonym,3239674.0,,2671702.0,Reinwardtia 3: 457 (1956),,,ipni:513538-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513538-1,,wfo-0001448170,83773,,,,,,Cercidoideae
wfo-4000022574,2347419,Fabaceae,Lysiphyllum,,,Lysiphyllum,(Benth.) de Wit,Genus,Accepted,2347419.0,,,Reinwardtia 3: 431 (1956),,Thailand to Australia,ipni:22849-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22849-1,wfo-4100002414,,83776,,,,,Cercidoideae,Cercidoideae
wfo-0001388117,2671896,Fabaceae,Bauhinia,ornata,burmanica,Bauhinia ornata var. burmanica,K.Larsen & S.S.Larsen,Variety,Synonym,2997884.0,,,"Thai Forest Bull., Bot. 13: 42 (1980)",,,ipni:915781-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:915781-1,,wfo-0001384505,83831,,,,,,Cercidoideae
wfo-0000561538,2671353,Fabaceae,Bauhinia,baueriana,,Bauhinia baueriana,Steud.,Species,Synonym,2415664.0,,,"Nomencl. Bot., ed. 2, 1: 191 (1840)",,,ipni:481129-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481129-1,,wfo-0000170380,83835,,,,,,Cercidoideae
wfo-0000171170,2671327,Fabaceae,Bauhinia,argentea,,Bauhinia argentea,Chiov.,Species,Synonym,2441318.0,,,Ann. Bot. (Rome) 13: 388 (1915),,,ipni:481112-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481112-1,,wfo-0000171161,83928,,,,,,Cercidoideae
wfo-0001445019,3007019,Fabaceae,Bauhinia,fassoglensis,cissoides,Bauhinia fassoglensis f. cissoides,(Welw. ex Oliv.) Baker f.,Form,Synonym,2441302.0,,2671457.0,J. Bot. 66: 139 (1928),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3007019-4,,wfo-0000171212,83934,,,,,,Cercidoideae
wfo-0000188353,2347401,Fabaceae,Lysiphyllum,hookeri,,Lysiphyllum hookeri,(F.Muell.) Pedley,Species,Accepted,2347401.0,2347419.0,2671694.0,Austrobaileya 1: 33 (1977),,"Northern Territory, Queensland, New South Wales",ipni:505339-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505339-1,wfo-4000022574,,83993,,,,,,Cercidoideae
wfo-0001379592,2671967,Fabaceae,Bauhinia,porphyrotricha,smithiana,Bauhinia porphyrotricha var. smithiana,Killip & J.F.Macbr.,Variety,Synonym,3003257.0,,,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13(3): 215 (1943)",,,ipni:30145-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30145-2,,wfo-0001385423,84028,,,,,,Cercidoideae
wfo-0000166250,2671765,Fabaceae,Bauhinia,langsdorffiana,bahiensis,Bauhinia langsdorffiana var. bahiensis,(Bong.) Benth.,Variety,Synonym,3234174.0,,2671345.0,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 15(2): 204 (1870)",,,ipni:30099-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30099-2,,wfo-0001427378,84158,,,,,,Cercidoideae
wfo-0001365076,2671392,Fabaceae,Bauhinia,bracteata,astylosa,Bauhinia bracteata subsp. astylosa,K.Larsen & S.S.Larsen,Subspecies,Synonym,2997858.0,,,"Fl. Camb., Laos & Vietn. 18: 178 (1980)",,,ipni:915778-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:915778-1,,wfo-0001362462,84183,,,,,,Cercidoideae
wfo-0000197046,2671461,Fabaceae,Bauhinia,coccinea,,Bauhinia coccinea,(Lour.) DC.,Species,Synonym,2537812.0,,2537812.0,Prodr. 2: 516 (1825),,,ipni:481211-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481211-1,,wfo-0000197047,84216,,,,,,Cercidoideae
wfo-0000199551,2671933,Fabaceae,Bauhinia,petelotii,,Bauhinia petelotii,Merr.,Species,Synonym,2997883.0,,,J. Arnold Arbor. 21: 370 (1940),,,ipni:481560-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481560-1,,wfo-0001384504,84220,,,,,,Cercidoideae
wfo-0000199480,2671424,Fabaceae,Bauhinia,carcinophylla,,Bauhinia carcinophylla,Merr.,Species,Synonym,2998038.0,,,J. Arnold Arbor. 23: 171 (1942),,,ipni:481181-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481181-1,,wfo-0001339818,84227,,,,,,Cercidoideae
wfo-0001336744,2994453,Fabaceae,Bauhinia,nakhonphanomensis,,Bauhinia nakhonphanomensis,Chatan,Species,Synonym,2997410.0,,,PhytoKeys 26: 2 (2013),,,ipni:77131499-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77131499-1,,wfo-0001339822,84259,,,,,,Cercidoideae
wfo-0000199604,2672206,Fabaceae,Bauhinia,winitii,,Bauhinia winitii,Craib,Species,Synonym,2347403.0,,,Bull. Misc. Inform. Kew 1924: 95 (1924),,,ipni:481780-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481780-1,,wfo-0000199605,84272,,,,,,Cercidoideae
wfo-0000199580,2937677,Fabaceae,Phanera,dasycarpa,ridleyi,Phanera dasycarpa var. ridleyi,(Prain) de Wit,Variety,Synonym,2537966.0,,2672019.0,Reinwardtia 3: 450 (1956),,,ipni:60474995-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60474995-2,,wfo-0000469318,84286,,,,,,Cercidoideae
wfo-0000205776,2937672,Fabaceae,Phanera,integrifolia,cumingiana,Phanera integrifolia subsp. cumingiana,(Benth.) de Wit,Subspecies,Accepted,2937672.0,2537825.0,2537805.0,Reinwardtia 3: 480 (1956),,N. Borneo to Philippines,ipni:60474990-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60474990-2,wfo-0000199525,,84291,,,,,,Cercidoideae
wfo-0000197062,2671838,Fabaceae,Bauhinia,megacarpa,,Bauhinia megacarpa,H.Y.Chen,Species,Synonym,3307265.0,,,J. Arnold Arbor. 20: 438 (1939),,,ipni:481490-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481490-1,,wfo-1000044321,84295,,,,,,Cercidoideae
wfo-0001334715,2997832,Fabaceae,Phanera,havilandii,,Phanera havilandii,"(Merr.) Bandyop., Ghoshal & M.K.Pathak",Species,Synonym,3239677.0,,2671671.0,Bangladesh J. Pl. Taxon. 19: 57 (2012),,,ipni:77124815-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77124815-1,,wfo-0001448173,84353,,,,,,Cercidoideae
wfo-0000205719,2537867,Fabaceae,Phanera,argentea,,Phanera argentea,de Wit,Species,Accepted,2537867.0,2537884.0,,Reinwardtia 3: 484 (1956),,Borneo,ipni:513497-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513497-1,wfo-4000029108,,84364,,,,,,Cercidoideae
wfo-1200000477,2671362,Fabaceae,Bauhinia,bequaertii,hockii,Bauhinia bequaertii var. hockii,De Wild.,Variety,Synonym,2441302.0,,,Repert. Spec. Nov. Regni Veg. 11: 510 (1913),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2671362-4,,wfo-0000171212,84366,,,,,,Cercidoideae
wfo-0001390716,2671908,Fabaceae,Bauhinia,pachyphylla,wenzelii,Bauhinia pachyphylla var. wenzelii,K.Larsen & S.S.Larsen,Variety,Synonym,2997887.0,,,Nordic J. Bot. 13: 659 (1993),,,ipni:997032-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:997032-1,,wfo-0001384507,84413,,,,,,Cercidoideae
wfo-0000199584,2672050,Fabaceae,Bauhinia,saigonensis,gagnepainiana,Bauhinia saigonensis var. gagnepainiana,K.Larsen & S.S.Larsen,Variety,Synonym,2997407.0,,,"Fl. Camb., Laos & Vietn. 18: 196 (1980)",,,ipni:919175-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:919175-1,,wfo-0001385103,84438,,,,,,Cercidoideae
wfo-0001060200,2676023,Fabaceae,Binaria,angulosa,densiflora,Binaria angulosa var. densiflora,(Mart. ex Benth.) A.Schmitz,Variety,Synonym,3234171.0,,2671319.0,Bull. Jard. Bot. Natl. Belg. 43: 405 (1973),,,ipni:884822-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:884822-1,,wfo-0001427376,84465,,,,,,Cercidoideae
wfo-0001049551,2671743,Fabaceae,Bauhinia,klugii,,Bauhinia klugii,Standl.,Species,Synonym,2905141.0,,,"Publ. Field Mus. Nat. Hist., Bot. Ser. 22: 143 (1940)",,,ipni:30095-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30095-2,,wfo-0001039686,84475,,,,,,Cercidoideae
wfo-0001448176,3239679,Fabaceae,Phanera,khasiana,khasiana,Phanera khasiana var. khasiana,,Variety,Accepted,3239679.0,2537822.0,,Unknown,,Arunachal Pradesh to Hainan and Indo-China,ipni:77213871-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77213871-1,wfo-0000203484,,84512,,,,,,Cercidoideae
wfo-0001039688,2905139,Fabaceae,Schnella,longiseta,,Schnella longiseta,(Fróes) Wunderlin,Species,Accepted,2905139.0,2591756.0,2671798.0,Phytoneuron 2010-49: 4 (2010),,Brazil (Amazonas),ipni:77111928-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77111928-1,wfo-4000034516,,84590,,,,,,Cercidoideae
wfo-0001343683,3003044,Fabaceae,Phanera,tubicalyx,,Phanera tubicalyx,(Craib) Bandyop. & Ghoshal,Species,Accepted,3003044.0,2537884.0,2672157.0,Telopea 18: 143 (2015),,Pen. Thailand,ipni:77150160-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77150160-1,wfo-4000029108,,84623,,,,,,Cercidoideae
wfo-0000203484,2537822,Fabaceae,Phanera,khasiana,,Phanera khasiana,(Baker) Thoth.,Species,Accepted,2537822.0,2537884.0,2671735.0,Bull. Bot. Soc. Bengal 19: 131 (1967),,Arunachal Pradesh to Hainan and Indo-China,ipni:513542-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513542-1,wfo-4000029108,,84673,,,,,,Cercidoideae
wfo-0000176255,2591681,Fabaceae,Schnella,flexuosa,,Schnella flexuosa,(Moric.) Walp.,Species,Accepted,2591681.0,2591756.0,2671590.0,Repert. Bot. Syst. 5: 572 (1846),,"Brazil (Bahia, Minas Gerais)",ipni:518007-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518007-1,wfo-4000034516,,84678,,,,,,Cercidoideae
wfo-0000205812,2672201,Fabaceae,Bauhinia,warburgii,,Bauhinia warburgii,G.Perkins,Species,Synonym,3239681.0,,,Fragm. Fl. Philipp. 1: 12 (1904),,,ipni:481775-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481775-1,,wfo-0001448178,84756,,,,,,Cercidoideae
wfo-0000205796,2671752,Fabaceae,Bauhinia,kockiana,velutina,Bauhinia kockiana var. velutina,(de Wit) K.Larsen & S.S.Larsen,Variety,Synonym,2937675.0,,2937675.0,Nordic J. Bot. 13: 665 (1993),,,ipni:997062-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:997062-1,,wfo-0000205798,84768,,,,,,Cercidoideae
wfo-0000205722,2671567,Fabaceae,Bauhinia,excelsa,aurora,Bauhinia excelsa var. aurora,(de Wit) K.Larsen & S.S.Larsen,Variety,Synonym,2937667.0,,2937667.0,Nordic J. Bot. 2: 332 (1982),,,ipni:920558-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:920558-1,,wfo-0000205723,84780,,,,,,Cercidoideae
wfo-0000199522,2671717,Fabaceae,Bauhinia,integrifolia,,Bauhinia integrifolia,Roxb.,Species,Synonym,2537825.0,,,"Fl. Ind., ed. 1832. 2: 331 (1832)",,,ipni:60474989-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60474989-2,,wfo-0000199525,84790,,,,,,Cercidoideae
wfo-0000205716,2537831,Fabaceae,Phanera,elmeri,,Phanera elmeri,(Merr.) de Wit,Species,Accepted,2537831.0,2537884.0,2671547.0,Reinwardtia 3: 520 (1956),,Borneo,ipni:513525-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513525-1,wfo-4000029108,,84798,,,,,,Cercidoideae
wfo-0001055044,2591686,Fabaceae,Schnella,rubiginosa,,Schnella rubiginosa,(Bong.) Benth.,Species,Synonym,2905138.0,,2672033.0,J. Bot. (Hooker) 2: 97 (1840),,,ipni:518021-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518021-1,,wfo-0001039689,84801,,,,,,Cercidoideae
wfo-0000203506,2672071,Fabaceae,Bauhinia,semibifida,,Bauhinia semibifida,Roxb.,Species,Synonym,2537960.0,,,"Fl. Ind., ed. 1832. 2: 330 (1832)",,,ipni:60457776-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60457776-2,,wfo-0000203507,84870,,,,,,Cercidoideae
wfo-0000166643,2672117,Fabaceae,Bauhinia,stuebeliana,,Bauhinia stuebeliana,Harms,Species,Synonym,3003174.0,,,Repert. Spec. Nov. Regni Veg. 19: 65 (1923),,,ipni:30186-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30186-2,,wfo-0001385419,84919,,,,,,Cercidoideae
wfo-0000166225,2591676,Fabaceae,Schnella,splendens,,Schnella splendens,(Kunth) Benth.,Species,Accepted,2591676.0,2591756.0,2672097.0,J. Bot. (Hooker) 2: 97 (1840),,Colombia to N. & NE. Brazil,ipni:518025-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518025-1,wfo-4000034516,,84976,,,,,,Cercidoideae
wfo-0000197061,2671659,Fabaceae,Bauhinia,hainanensis,,Bauhinia hainanensis,Merr. & Chun ex H.Y.Chen,Species,Synonym,3307265.0,,,J. Arnold Arbor. 19: 132 (1938),,,ipni:481359-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481359-1,,wfo-1000044321,85026,,,,,,Cercidoideae
wfo-0000166247,2671764,Fabaceae,Bauhinia,langsdorffiana,,Bauhinia langsdorffiana,Bong.,Species,Synonym,3234174.0,,,"Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 4(2, Bot.): 109 (1838)",,,ipni:481437-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481437-1,,wfo-0001427378,85031,,,,,,Cercidoideae
